list-im,4,16,192,115896,603.625000
list-im,8,16,384,243476,634.052083
list-im,12,16,576,349402,606.600694
list-dm,2,16,96,118330,1232.604167
list-dm,4,16,192,180754,941.427083
list-dm,8,16,384,284454,740.765625
list-dm,12,16,576,316930,550.225694
list-ilm,2,16,96,124171,1293.447917
list-ilm,4,16,192,168409,877.130208
list-ilm,8,16,384,263051,685.028646
list-ilm,12,16,576,355146,616.572917
list-dlm,2,16,96,108040,1125.416667
list-dlm,4,16,192,213818,1113.635417
list-dlm,8,16,384,276031,718.830729
list-dlm,12,16,576,341595,593.046875
list-im,2,32,192,96547,502.848958
list-im,4,32,384,192391,501.018229
list-im,8,32,768,361049,470.115885
list-im,12,32,1152,361868,314.121528
list-dm,2,32,192,126918,661.031250
list-dm,4,32,384,208473,542.898438
list-dm,8,32,768,266602,347.138021
list-dm,12,32,1152,324152,281.381944
list-ilm,2,32,192,139228,725.145833
list-ilm,4,32,384,229930,598.776042
list-ilm,8,32,768,371626,483.888021
list-ilm,12,32,1152,485177,421.160590
list-dlm,2,32,192,143997,749.984375
list-dlm,4,32,384,175969,458.252604
list-dlm,8,32,768,379892,494.651042
list-dlm,12,32,1152,452734,392.998264
list-is,2,1,6,89016,14836.000000
list-is,4,1,12,173435,14452.916667
list-is,8,1,24,227379,9474.125000
list-is,12,1,36,317279,8813.305556
list-ds,2,1,6,93520,15586.666667
list-ds,4,1,12,171522,14293.500000
list-ds,8,1,24,258955,10789.791667
list-ds,12,1,36,316304,8786.222222
list-ils,2,1,6,92636,15439.333333
list-ils,4,1,12,164113,13676.083333
list-ils,8,1,24,273502,11395.916667
list-ils,12,1,36,309463,8596.194444
list-dls,2,1,6,109532,18255.333333
list-dls,4,1,12,160408,13367.333333
list-dls,8,1,24,242085,10086.875000
list-dls,12,1,36,283888,7885.777778
list-is,2,2,12,110823,9235.250000
list-is,4,2,24,174282,7261.750000
list-is,8,2,48,236212,4921.083333
list-is,12,2,72,280686,3898.416667
list-ds,2,2,12,92164,7680.333333
list-ds,4,2,24,176404,7350.166667
list-ds,8,2,48,249915,5206.562500
list-ds,12,2,72,324106,4501.472222
list-ils,2,2,12,107661,8971.750000
list-ils,4,2,24,167995,6999.791667
list-ils,8,2,48,240679,5014.145833
list-ils,12,2,72,287296,3990.222222
list-dls,2,2,12,126726,10560.500000
list-dls,4,2,24,180305,7512.708333
list-dls,8,2,48,215672,4493.166667
list-dls,12,2,72,327531,4549.041667
list-is,2,4,24,117872,4911.333333
list-is,4,4,48,158726,3306.791667
list-is,8,4,96,197435,2056.614583
list-is,12,4,144,331335,2300.937500
list-ds,2,4,24,122451,5102.125000
list-ds,4,4,48,172614,3596.125000
list-ds,8,4,96,188303,1961.489583
list-ds,12,4,144,326129,2264.784722
list-ils,2,4,24,97101,4045.875000
list-ils,4,4,48,131475,2739.062500
list-ils,8,4,96,247262,2575.645833
list-ils,12,4,144,330717,2296.645833
list-dls,2,4,24,77400,3225.000000
list-dls,4,4,48,177365,3695.104167
list-dls,8,4,96,249355,2597.447917
list-dls,12,4,144,316384,2197.111111
list-is,2,8,48,64407,1341.812500
list-is,4,8,96,168321,1753.343750
list-is,8,8,192,325531,1695.473958
list-is,12,8,288,297122,1031.673611
list-ds,2,8,48,96152,2003.166667
list-ds,4,8,96,155200,1616.666667
list-ds,8,8,192,209278,1089.989583
list-ds,12,8,288,323525,1123.350694
list-ils,2,8,48,115201,2400.020833
list-ils,4,8,96,112778,1174.770833
list-ils,8,8,192,238994,1244.760417
list-ils,12,8,288,313188,1087.458333
list-dls,2,8,48,116457,2426.187500
list-dls,4,8,96,117027,1219.031250
list-dls,8,8,192,205020,1067.812500
list-dls,12,8,288,321312,1115.666667
list-is,2,16,96,120542,1255.645833
list-is,4,16,192,150801,785.421875
list-is,8,16,384,247321,644.065104
list-is,12,16,576,340046,590.357639
list-ds,2,16,96,79185,824.843750
list-ds,4,16,192,160733,837.151042
list-ds,8,16,384,259758,676.453125
list-ds,12,16,576,347698,603.642361
list-ils,2,16,96,93672,975.750000
list-ils,4,16,192,142469,742.026042
list-ils,8,16,384,200322,521.671875
list-ils,12,16,576,384187,666.991319
list-dls,2,16,96,116876,1217.458333
list-dls,4,16,192,175702,915.114583
list-dls,8,16,384,250987,653.611979
list-dls,12,16,576,377942,656.149306
list-is,2,32,192,96796,504.145833
list-is,4,32,384,162365,422.825521
list-is,8,32,768,267241,347.970052
list-is,12,32,1152,549291,476.815104
list-ds,2,32,192,126536,659.041667
list-ds,4,32,384,216042,562.609375
list-ds,8,32,768,225061,293.048177
list-ds,12,32,1152,567923,492.988715
list-ils,2,32,192,153404,798.979167
list-ils,4,32,384,201020,523.489583
list-ils,8,32,768,434131,565.274740
list-ils,12,32,1152,596588,517.871528
list-dls,2,32,192,163731,852.765625
list-dls,4,32,384,209672,546.020833
list-dls,8,32,768,405914,528.533854
list-dls,12,32,1152,605197,525.344618
list-none-s,1,1000,3000,3602227,1200.742333
list-none-m,1,1000,3000,4746369,1582.123000
list-none-s,2,1000,6000,9598585,1599.764167
list-none-m,2,1000,6000,7154462,1192.410333
list-none-s,4,1,12,158211,13184.250000
list-none-m,4,1,12,120380,10031.666667
list-none-s,8,1,24,266177,11090.708333
list-none-m,8,1,24,237695,9903.958333
list-none-s,12,1,36,379519,10542.194444
list-none-m,12,1,36,325479,9041.083333
list-none-s,16,1,48,431734,8994.458333
list-none-m,16,1,48,405065,8438.854167
list-none-s,24,1,72,595414,8269.638889
list-none-m,24,1,72,627442,8714.472222
